Latitude,Longitude,name,distance,address,telephone,rating,open_true
43.674374,-79.3968,Adrak Yorkville,701,"138 Ave Rd, Toronto ON M5R 2H6",(416) 413-0777,,True
43.666774,-79.385487,Butter Chicken Roti,706,"646 Yonge St (Irving), Toronto ON M4Y 2A6",(416) 783-7634,,True
43.666876,-79.403414,Fresh on Bloor,793,"326 Bloor St W, Toronto ON M5S 1W5",(416) 599-4442,8.7,True
43.670065,-79.392746,Hemingway's Restaurant,203,"142 Cumberland St (btw Avenue Rd. & Bay St.), Toronto ON M5R 1A8",(416) 968-2828,7.7,True
43.644736,-79.390579,Aanch - Modernistic Indian Cuisine,979,"259 Wellington St W, Toronto ON M5V 3P9",(416) 599-0513,7.4,True
43.641873,-79.411437,My Roti Place,1016,"901 King St W (at Strachan Ave), Toronto ON M5V 3H5",(647) 295-9446,,True
43.645579,-79.393658,Bar Hop,882,"391 King St W (at Charlotte St), Toronto ON M5V 1K1",(647) 352-7476,8.7,True
43.640793,-79.43627,Mother India,793,"1456 Queen St W (at Lansdowne), Toronto ON M6K 1M2",(416) 588-4634,8.0,True
43.640255,-79.437492,Om Restaurant,920,"1439 Queen St W, Toronto ON M6R 1A1",(416) 532-3901,7.7,True
43.641414,-79.433144,My Dosa Place/My Roti Place,552,"1376 Queen St W, Toronto ON M6K 1L7",(416) 538-7684,,True
43.649715,-79.429379,Bhojan Alley,556,"1424 Dundas St W, Toronto ON M6J 1Y5",(416) 538-3443,,True
43.640793,-79.43627,Mother India,275,"1456 Queen St W (at Lansdowne), Toronto ON M6K 1M2",(416) 588-4634,8.0,True
43.640255,-79.437492,Om Restaurant,404,"1439 Queen St W, Toronto ON M6R 1A1",(416) 532-3901,7.7,True
43.641414,-79.433144,My Dosa Place/My Roti Place,63,"1376 Queen St W, Toronto ON M6K 1L7",(416) 538-7684,,True
43.663179,-79.42181,Banjara Indian Cuisine,575,"796 Bloor St W (at Crawford St), Toronto ON M6G 1L7",(416) 963-9360,8.8,True
43.663179,-79.42181,Madras Masala,559,"796 Bloor St W, Toronto ON M6G 1L7",(647) 342-4359,7.8,True
43.665204,-79.409414,Bombay Roti,732,"529 Bloor St W, Toronto ON M5S 1Y5",(647) 352-7684,,True
43.662017,-79.406146,Matha Roti,774,"141 Harbord St, Toronto ON M5S 1H1",(416) 966-6955,,True
43.665843,-79.406803,Indian Desire,944,"469 Bloor St W, Toronto ON M5S 1X9",(416) 519-0604,,True
43.654287,-79.423659,The Caledonian,929,"856 College St (btwn Ossington Ave and Concord Ave), Toronto ON M6H 1A2",(647) 547-9827,8.4,True
43.655419,-79.413508,Utopia Cafe & Grill,585,"586A College St (at Clinton St.), Toronto ON M6G 1B3",(416) 534-7751,7.7,True
43.655775,-79.411695,Kalendar,620,"546 College St, Toronto ON M6G 1B1",(416) 923-4138,7.6,True
43.662017,-79.406146,Matha Roti,129,"141 Harbord St, Toronto ON M5S 1H1",(416) 966-6955,,True
43.665204,-79.409414,Bombay Roti,393,"529 Bloor St W, Toronto ON M5S 1Y5",(647) 352-7684,,True
43.665843,-79.406803,Indian Desire,453,"469 Bloor St W, Toronto ON M5S 1X9",(416) 519-0604,,True
43.657689,-79.402369,NaanSpot,661,"310 College St, Toronto ON M5T 1S3",(647) 343-6226,,True
43.666876,-79.403414,Fresh on Bloor,638,"326 Bloor St W, Toronto ON M5S 1W5",(416) 599-4442,8.7,True
43.655775,-79.411695,Kalendar,759,"546 College St, Toronto ON M6G 1B1",(416) 923-4138,7.6,True
43.655419,-79.413508,Utopia Cafe & Grill,864,"586A College St (at Clinton St.), Toronto ON M6G 1B3",(416) 534-7751,7.7,True
43.667895,-79.403296,Madison Avenue Pub,752,"14 Madison Ave (at Bloor St. W), Toronto ON M5R 2S1",(416) 927-1722,7.1,True
43.663179,-79.42181,Banjara Indian Cuisine,438,"796 Bloor St W (at Crawford St), Toronto ON M6G 1L7",(416) 963-9360,8.8,True
43.663179,-79.42181,Madras Masala,447,"796 Bloor St W, Toronto ON M6G 1L7",(647) 342-4359,7.8,True
43.654287,-79.423659,The Caledonian,532,"856 College St (btwn Ossington Ave and Concord Ave), Toronto ON M6H 1A2",(647) 547-9827,8.4,True
43.655419,-79.413508,Utopia Cafe & Grill,861,"586A College St (at Clinton St.), Toronto ON M6G 1B3",(416) 534-7751,7.7,True
43.655775,-79.411695,Kalendar,992,"546 College St, Toronto ON M6G 1B1",(416) 923-4138,7.6,True
43.662017,-79.406146,Matha Roti,313,"141 Harbord St, Toronto ON M5S 1H1",(416) 966-6955,,True
43.665204,-79.409414,Bombay Roti,592,"529 Bloor St W, Toronto ON M5S 1Y5",(647) 352-7684,,True
43.657689,-79.402369,NaanSpot,597,"310 College St, Toronto ON M5T 1S3",(647) 343-6226,,True
43.665843,-79.406803,Indian Desire,685,"469 Bloor St W, Toronto ON M5S 1X9",(416) 519-0604,,True
43.666876,-79.403414,Fresh on Bloor,867,"326 Bloor St W, Toronto ON M5S 1W5",(416) 599-4442,8.7,True
43.655775,-79.411695,Kalendar,526,"546 College St, Toronto ON M6G 1B1",(416) 923-4138,7.6,True
43.655419,-79.413508,Utopia Cafe & Grill,637,"586A College St (at Clinton St.), Toronto ON M6G 1B3",(416) 534-7751,7.7,True
43.667895,-79.403296,Madison Avenue Pub,984,"14 Madison Ave (at Bloor St. W), Toronto ON M5R 2S1",(416) 927-1722,7.1,True
43.684656,-79.318256,Cumin Fine Indian Kitchen,927,"1820 Danforth Ave, Toronto ON M4C 1H8",(647) 748-5522,,True
43.682393,-79.329406,Bancan Kitchen,950,"1328 Danforth Ave, Toronto ON M4J 1M9",(416) 469-0002,,True
43.690278,-79.29313,Hakka Chopsticks,638,"2940 Danforth Ave, Toronto ON M4C 1M5",(647) 352-4888,,True
43.653035,-79.468436,Mackenzies High Park,547,"1982 Bloor St W, Toronto ON M6P 3K9",(416) 767-7246,6.7,True
43.656285,-79.45395,Bawara,885,"1570 Bloor St W, Toronto ON M6P 1A4",(416) 532-2323,,True
43.67721,-79.353003,Sher-E-Punjab Restaurant,443,"351 Danforth Ave (at Jackman Ave), Toronto ON M4K 1N7",(416) 465-2125,7.1,True
43.678024,-79.349,Kachiguda Junction,775,"505 Danforth (Logan), Toronto ON M4K 1P5",(416) 466-1555,,True
43.666889,-79.369184,Butter Chicken Factory,988,"556 Parliament St (at Prospect St.), Toronto ON M4X 1P6",(416) 964-7583,8.4,True
43.667943,-79.385626,Kothur Indian Cuisine,736,"649 Yonge St, Toronto ON M4Y 1Z9",(416) 926-0953,7.8,True
43.661085,-79.38575,Colaba Junction,501,"801 Bay St, Toronto ON M5S 1Y9",(416) 646-8800,6.4,True
43.669386,-79.385856,Suski Biriyani House,896,"15 Hayden St (nr Yonge St), Toronto ON M4Y 2P2",(416) 515-1957,6.6,True
43.665169,-79.38439,The Halal Guys Inc,467,"563 Yonge St (at Wellesley St E), Toronto ON M4Y 1Z2",(416) 901-1011,6.0,True
43.664459,-79.380255,Indian Roti House,191,"471 Church St, Toronto ON M4Y 2C5",(647) 987-7684,,True
43.658245,-79.381557,Joe's Buffet Palace,540,"361 Yonge St (Elm Street), Toronto ON M5B 1S1",(416) 850-3179,5.5,True
43.666774,-79.385487,Butter Chicken Roti,628,"646 Yonge St (Irving), Toronto ON M4Y 2A6",(416) 783-7634,,True
43.657256,-79.376052,Hurry Curry,633,"106 Mutual St, Toronto ON M5B 2R7",(416) 777-2879,,True
43.656669,-79.386262,The Host Fine Indian Cuisine,847,"87 Elm St, Toronto ON M5G 0A8",(416) 962-4678,,True
43.661085,-79.38575,Colaba Junction,280,"801 Bay St, Toronto ON M5S 1Y9",(416) 646-8800,6.4,True
43.658245,-79.381557,Joe's Buffet Palace,169,"361 Yonge St (Elm Street), Toronto ON M5B 1S1",(416) 850-3179,5.5,True
43.665169,-79.38439,The Halal Guys Inc,691,"563 Yonge St (at Wellesley St E), Toronto ON M4Y 1Z2",(416) 901-1011,6.0,True
43.656669,-79.386262,The Host Fine Indian Cuisine,339,"87 Elm St, Toronto ON M5G 0A8",(416) 962-4678,,True
43.657256,-79.376052,Hurry Curry,603,"106 Mutual St, Toronto ON M5B 2R7",(416) 777-2879,,True
43.664459,-79.380255,Indian Roti House,652,"471 Church St, Toronto ON M4Y 2C5",(647) 987-7684,,True
43.666774,-79.385487,Butter Chicken Roti,876,"646 Yonge St (Irving), Toronto ON M4Y 2A6",(416) 783-7634,,True
43.66299,-79.3796,Hair of the Dog,531,"425 Church St (at Wood St.), Toronto ON M4Y 2C3",(416) 964-2708,8.3,True
43.655861,-79.381926,JOEY Eaton Centre,342,"1 Dundas St W, Toronto ON M5G 1Z3",(647) 352-5639,8.0,True
43.656641,-79.38046,Jack Astor's,413,"10 Dundas St E (at Yonge St.), Toronto ON M5B 2G9",(416) 263-9800,7.3,True
43.684656,-79.318256,Cumin Fine Indian Kitchen,404,"1820 Danforth Ave, Toronto ON M4C 1H8",(647) 748-5522,,True
43.682393,-79.329406,Bancan Kitchen,522,"1328 Danforth Ave, Toronto ON M4J 1M9",(416) 469-0002,,True
43.68187,-79.329651,Not Just Butter Chicken,566,"1307 Danforth Ave, Toronto ON M4J 1M8",(416) 994-1972,,True
43.648545,-79.372114,Bindia Indian Bistro,753,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.5,True
43.639268,-79.385502,Indian Roti House,837,"256 Queens Quay W (btwn Rees St & Lower Simcoe S), Toronto ON M5J 1B5",(416) 260-6666,7.5,True
43.641826,-79.375767,My Roti Place,98,"12 Queens Dr, Toronto ON M9N 2H4",(647) 348-7684,,True
43.647934,-79.374354,Benares,611,"49 Front St E, Toronto ON M5E 1B3",(416) 955-9000,,True
43.64903,-79.374715,Chadani Indian Cuisine,740,"51 Colborne St, Toronto ON M5E 1E3",(647) 748-4090,,True
43.648851,-79.383381,Butter Chicken Roti,911,"130 King St W (York St), Toronto ON M5X 2A2",(416) 972-0505,,True
43.644948,-79.382751,Kellys Landing,617,"123 Front St W, Toronto ON M5J 2M2",(647) 776-1133,7.7,True
43.648393,-79.373445,C'est What,688,"67 Front St E (at Church St), Toronto ON M5E 1B5",(416) 867-9499,8.3,True
43.645948,-79.381611,Library Bar,543,"100 Front St W, Toronto ON M5J 1E3",(416) 368-2511,8.0,True
43.645226,-79.383833,Jack Astor's,686,"144 Front St W (at University Ave), Toronto ON M5J 2L7",(416) 585-2121,7.8,True
43.649288,-79.449834,Dil Se Indian Restaurant & Bar,338,"335 Roncesvalles Ave, Toronto ON M6R 2M8",(416) 532-4141,,True
43.656285,-79.45395,Bawara,620,"1570 Bloor St W, Toronto ON M6P 1A4",(416) 532-2323,,True
43.667943,-79.385626,Kothur Indian Cuisine,243,"649 Yonge St, Toronto ON M4Y 1Z9",(416) 926-0953,7.8,True
43.671101,-79.390853,Utsav,367,"69 Yorkville Ave (Yorkville), Toronto ON M5R 1B8",(416) 961-8349,6.9,True
43.669386,-79.385856,Suski Biriyani House,70,"15 Hayden St (nr Yonge St), Toronto ON M4Y 2P2",(416) 515-1957,6.6,True
43.671159,-79.387729,Kathmandu Restaurant,163,"12 Cumberland St (Yonge St), Toronto ON M4W 1J5",(416) 924-5787,6.7,True
43.669902,-79.39576,The Host Fine Indian Cuisine,729,"14 Prince Arthur Ave (btwn Queen's Pk & St. George), Toronto ON M5R 1A9",(416) 962-4678,7.0,True
43.665169,-79.38439,The Halal Guys Inc,560,"563 Yonge St (at Wellesley St E), Toronto ON M4Y 1Z2",(416) 901-1011,6.0,True
43.661085,-79.38575,Colaba Junction,1005,"801 Bay St, Toronto ON M5S 1Y9",(416) 646-8800,6.4,True
43.666774,-79.385487,Butter Chicken Roti,373,"646 Yonge St (Irving), Toronto ON M4Y 2A6",(416) 783-7634,,True
43.664459,-79.380255,Indian Roti House,789,"471 Church St, Toronto ON M4Y 2C5",(647) 987-7684,,True
43.674374,-79.3968,Adrak Yorkville,958,"138 Ave Rd, Toronto ON M5R 2H6",(416) 413-0777,,True
43.638768,-79.416315,Maurya East Indian Cuisine - Liberty Village,948,"150 E Liberty St, Toronto ON M6K 3R5",(647) 347-7002,,True
43.638479,-79.417204,Brazen Head Irish Pub,891,"165 E. Liberty St (at Lynn Williams St.), Toronto ON M6K 3K4",(416) 535-8787,6.1,True
43.638768,-79.416315,Maurya East Indian Cuisine - Liberty Village,1000,"150 E Liberty St, Toronto ON M6K 3R5",(647) 347-7002,,True
43.638479,-79.417204,Brazen Head Irish Pub,957,"165 E. Liberty St (at Lynn Williams St.), Toronto ON M6K 3K4",(416) 535-8787,6.1,True
43.663179,-79.42181,Banjara Indian Cuisine,111,"796 Bloor St W (at Crawford St), Toronto ON M6G 1L7",(416) 963-9360,8.8,True
43.663179,-79.42181,Madras Masala,132,"796 Bloor St W, Toronto ON M6G 1L7",(647) 342-4359,7.8,True
43.654287,-79.423659,The Caledonian,904,"856 College St (btwn Ossington Ave and Concord Ave), Toronto ON M6H 1A2",(647) 547-9827,8.4,True
43.663179,-79.42181,Banjara Indian Cuisine,706,"796 Bloor St W (at Crawford St), Toronto ON M6G 1L7",(416) 963-9360,8.8,True
43.663179,-79.42181,Madras Masala,717,"796 Bloor St W, Toronto ON M6G 1L7",(647) 342-4359,7.8,True
43.649715,-79.429379,Bhojan Alley,878,"1424 Dundas St W, Toronto ON M6J 1Y5",(416) 538-3443,,True
43.654287,-79.423659,The Caledonian,318,"856 College St (btwn Ossington Ave and Concord Ave), Toronto ON M6H 1A2",(647) 547-9827,8.4,True
43.655419,-79.413508,Utopia Cafe & Grill,929,"586A College St (at Clinton St.), Toronto ON M6G 1B3",(416) 534-7751,7.7,True
43.68112163005123,-79.42925333976746,Pukka,869,"778 St Clair Ave W (at Arlington Ave), Toronto ON M6C 1B6",(416) 342-1906,9.0,True
43.68112163005123,-79.42925333976746,Pukka,879,"778 St Clair Ave W (at Arlington Ave), Toronto ON M6C 1B6",(416) 342-1906,9.0,True
43.673611,-79.283635,Ali's Tandoori Curry House,190,"2459 1/2 Queen St E (Waterworks), Toronto ON M4E 1H7",(416) 694-3056,,True
43.672744,-79.287895,Outrigger Tap & Table,520,"2232 Queen St E, Toronto ON",(647) 748-2232,6.3,True
43.667359,-79.312862,Murphy's Law Irish Pub Inc,911,"1702 Queen St E (at Kingston Rd.), Toronto ON M4L 1G6",(416) 690-5516,6.8,True
43.670354,-79.299304,Amma Roti House,480,"2014 Queen St E (across from Kew Gardens), Toronto ON M4L 1J3",(416) 944-1944,,True
43.649715,-79.429379,Bhojan Alley,489,"1424 Dundas St W, Toronto ON M6J 1Y5",(416) 538-3443,,True
43.654287,-79.423659,The Caledonian,347,"856 College St (btwn Ossington Ave and Concord Ave), Toronto ON M6H 1A2",(647) 547-9827,8.4,True
43.645098,-79.414943,Fresh on Crawford,974,"894 Queen St W (at Crawford), Toronto ON M6J 1G3",(416) 599-4442,8.3,True
43.655419,-79.413508,Utopia Cafe & Grill,943,"586A College St (at Clinton St.), Toronto ON M6G 1B3",(416) 534-7751,7.7,True
43.648798,-79.397257,My Roti Place,699,"406 Queen St W (Cameron), Toronto ON M5V 2A6",(416) 366-5554,7.8,True
43.650192,-79.388877,Little India Restaurant,914,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,True
43.657689,-79.402369,NaanSpot,430,"310 College St, Toronto ON M5T 1S3",(647) 343-6226,,True
43.656669,-79.386262,The Host Fine Indian Cuisine,991,"87 Elm St, Toronto ON M5G 0A8",(416) 962-4678,,True
43.648063,-79.395784,Fresh on Spadina,786,"147 Spadina Ave (at Richmond St. W.), Toronto ON M5V 2L7",(416) 599-4442,8.2,True
43.654588,-79.391728,Sin and Redemption,540,"136 McCaul St (at Dundas St.), Toronto ON M5T 1W2",(416) 640-9197,7.8,True
43.649936,-79.39627,Hotel Ocho,564,"195 Spadina Ave (at Phoebe St.), Toronto ON M5T 2C5",(416) 593-0885,7.5,True
43.654834,-79.386017,Hemispheres Restaurant & Bistro,1006,"108 Chestnut Cres, Toronto ON M5G 1R3",(416) 599-8000,6.9,True
43.648545,-79.372114,Bindia Indian Bistro,343,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.5,True
43.650796,-79.369713,Butter Chicken Roti,47,"201 King St, Toronto ON M9N 1L8",(416) 551-9933,,True
43.64903,-79.374715,Chadani Indian Cuisine,486,"51 Colborne St, Toronto ON M5E 1E3",(647) 748-4090,,True
43.647934,-79.374354,Benares,552,"49 Front St E, Toronto ON M5E 1B3",(416) 955-9000,,True
43.655932,-79.36389,Adda Bistro Kitchen & Bar,686,"366 Queen St E, Toronto ON M5A 1T1",(647) 393-3164,,True
43.657256,-79.376052,Hurry Curry,911,"106 Mutual St, Toronto ON M5B 2R7",(416) 777-2879,,True
43.650697,-79.370305,Le Petit Dejeuner,88,"191 King St E (at George St), Toronto ON M5A 1J5",(416) 703-1560,8.1,True
43.648393,-79.373445,C'est What,440,"67 Front St E (at Church St), Toronto ON M5E 1B5",(416) 867-9499,8.3,True
43.656818,-79.376468,Kabul Express,849,"126 Dundas St E, Toronto ON M5B 1E2",(647) 351-1111,7.6,True
43.649787,-79.371236,The Jason George,197,"100 Front St E (at Jarvis St), Toronto ON M5A 1E1",(416) 363-7100,6.9,True
43.657689,-79.402369,NaanSpot,282,"310 College St, Toronto ON M5T 1S3",(647) 343-6226,,True
43.662017,-79.406146,Matha Roti,559,"141 Harbord St, Toronto ON M5S 1H1",(416) 966-6955,,True
43.665204,-79.409414,Bombay Roti,966,"529 Bloor St W, Toronto ON M5S 1Y5",(647) 352-7684,,True
43.665843,-79.406803,Indian Desire,990,"469 Bloor St W, Toronto ON M5S 1X9",(416) 519-0604,,True
43.655775,-79.411695,Kalendar,504,"546 College St, Toronto ON M6G 1B1",(416) 923-4138,7.6,True
43.655419,-79.413508,Utopia Cafe & Grill,668,"586A College St (at Clinton St.), Toronto ON M6G 1B3",(416) 534-7751,7.7,True
43.648798,-79.397257,My Roti Place,559,"406 Queen St W (Cameron), Toronto ON M5V 2A6",(416) 366-5554,7.8,True
43.650192,-79.388877,Little India Restaurant,449,"255 Queen St W (Queen and University), Toronto ON M5V 1Z4",(416) 205-9836,7.3,True
43.644736,-79.390579,Aanch - Modernistic Indian Cuisine,900,"259 Wellington St W, Toronto ON M5V 3P9",(416) 599-0513,7.4,True
43.646475,-79.389828,Aroma Fine Indian Cuisine,768,"287 King St W (at John St.), Toronto ON M5V 1J5",(416) 971-7242,6.9,True
43.646317,-79.390457,309 Dhaba Indian Excellence,753,"309 King St W, Toronto ON M5V 1J5",(416) 740-6622,5.8,True
43.656669,-79.386262,The Host Fine Indian Cuisine,709,"87 Elm St, Toronto ON M5G 0A8",(416) 962-4678,,True
43.657689,-79.402369,NaanSpot,889,"310 College St, Toronto ON M5T 1S3",(647) 343-6226,,True
43.648851,-79.383381,Butter Chicken Roti,916,"130 King St W (York St), Toronto ON M5X 2A2",(416) 972-0505,,True
43.648063,-79.395784,Fresh on Spadina,570,"147 Spadina Ave (at Richmond St. W.), Toronto ON M5V 2L7",(416) 599-4442,8.2,True
43.654588,-79.391728,Sin and Redemption,243,"136 McCaul St (at Dundas St.), Toronto ON M5T 1W2",(416) 640-9197,7.8,True
43.667943,-79.385626,Kothur Indian Cuisine,299,"649 Yonge St, Toronto ON M4Y 1Z9",(416) 926-0953,7.8,True
43.671101,-79.390853,Utsav,679,"69 Yorkville Ave (Yorkville), Toronto ON M5R 1B8",(416) 961-8349,6.9,True
43.669902,-79.39576,The Host Fine Indian Cuisine,794,"14 Prince Arthur Ave (btwn Queen's Pk & St. George), Toronto ON M5R 1A9",(416) 962-4678,7.0,True
43.669386,-79.385856,Suski Biriyani House,455,"15 Hayden St (nr Yonge St), Toronto ON M4Y 2P2",(416) 515-1957,6.6,True
43.671159,-79.387729,Kathmandu Restaurant,611,"12 Cumberland St (Yonge St), Toronto ON M4W 1J5",(416) 924-5787,6.7,True
43.661085,-79.38575,Colaba Junction,531,"801 Bay St, Toronto ON M5S 1Y9",(416) 646-8800,6.4,True
43.665169,-79.38439,The Halal Guys Inc,231,"563 Yonge St (at Wellesley St E), Toronto ON M4Y 1Z2",(416) 901-1011,6.0,True
43.666774,-79.385487,Butter Chicken Roti,210,"646 Yonge St (Irving), Toronto ON M4Y 2A6",(416) 783-7634,,True
43.664459,-79.380255,Indian Roti House,579,"471 Church St, Toronto ON M4Y 2C5",(647) 987-7684,,True
43.656669,-79.386262,The Host Fine Indian Cuisine,987,"87 Elm St, Toronto ON M5G 0A8",(416) 962-4678,,True
43.661085,-79.38575,Colaba Junction,772,"801 Bay St, Toronto ON M5S 1Y9",(416) 646-8800,6.4,True
43.657256,-79.376052,Hurry Curry,74,"106 Mutual St, Toronto ON M5B 2R7",(416) 777-2879,,True
43.658245,-79.381557,Joe's Buffet Palace,402,"361 Yonge St (Elm Street), Toronto ON M5B 1S1",(416) 850-3179,5.5,True
43.665169,-79.38439,The Halal Guys Inc,994,"563 Yonge St (at Wellesley St E), Toronto ON M4Y 1Z2",(416) 901-1011,6.0,True
43.664459,-79.380255,Indian Roti House,747,"471 Church St, Toronto ON M4Y 2C5",(647) 987-7684,,True
43.656669,-79.386262,The Host Fine Indian Cuisine,786,"87 Elm St, Toronto ON M5G 0A8",(416) 962-4678,,True
43.656818,-79.376468,Kabul Express,168,"126 Dundas St E, Toronto ON M5B 1E2",(647) 351-1111,7.6,True
43.66299,-79.3796,Hair of the Dog,563,"425 Church St (at Wood St.), Toronto ON M4Y 2C3",(416) 964-2708,8.3,True
43.656641,-79.38046,Jack Astor's,372,"10 Dundas St E (at Yonge St.), Toronto ON M5B 2G9",(416) 263-9800,7.3,True
43.655861,-79.381926,JOEY Eaton Centre,470,"1 Dundas St W, Toronto ON M5G 1Z3",(647) 352-5639,8.0,True
43.67721,-79.353003,Sher-E-Punjab Restaurant,694,"351 Danforth Ave (at Jackman Ave), Toronto ON M4K 1N7",(416) 465-2125,7.1,True
43.678024,-79.349,Kachiguda Junction,888,"505 Danforth (Logan), Toronto ON M4K 1P5",(416) 466-1555,,True
43.67721,-79.353003,Sher-E-Punjab Restaurant,290,"351 Danforth Ave (at Jackman Ave), Toronto ON M4K 1N7",(416) 465-2125,7.1,True
43.678024,-79.349,Kachiguda Junction,625,"505 Danforth (Logan), Toronto ON M4K 1P5",(416) 466-1555,,True
43.67721,-79.353003,Sher-E-Punjab Restaurant,792,"351 Danforth Ave (at Jackman Ave), Toronto ON M4K 1N7",(416) 465-2125,7.1,True
43.678024,-79.349,Kachiguda Junction,466,"505 Danforth (Logan), Toronto ON M4K 1P5",(416) 466-1555,,True
43.680698,-79.336576,Makkah Restaurant,600,"1020 Danforth Ave, Toronto ON M4J 1M2",(416) 406-2056,6.4,True
43.67721,-79.353003,Sher-E-Punjab Restaurant,558,"351 Danforth Ave (at Jackman Ave), Toronto ON M4K 1N7",(416) 465-2125,7.1,True
43.678024,-79.349,Kachiguda Junction,221,"505 Danforth (Logan), Toronto ON M4K 1P5",(416) 466-1555,,True
43.680698,-79.336576,Makkah Restaurant,816,"1020 Danforth Ave, Toronto ON M4J 1M2",(416) 406-2056,6.4,True
43.68187,-79.329651,Not Just Butter Chicken,22,"1307 Danforth Ave, Toronto ON M4J 1M8",(416) 994-1972,,True
43.682393,-79.329406,Bancan Kitchen,35,"1328 Danforth Ave, Toronto ON M4J 1M9",(416) 469-0002,,True
43.684656,-79.318256,Cumin Fine Indian Kitchen,948,"1820 Danforth Ave, Toronto ON M4C 1H8",(647) 748-5522,,True
43.680698,-79.336576,Makkah Restaurant,594,"1020 Danforth Ave, Toronto ON M4J 1M2",(416) 406-2056,6.4,True
43.641873,-79.411437,My Roti Place,58,"901 King St W (at Strachan Ave), Toronto ON M5V 3H5",(647) 295-9446,,True
43.646092,-79.408231,Curryish,502,"783 Queen St W, Toronto ON M6J 1G1",(416) 392-7837,,True
43.638768,-79.416315,Maurya East Indian Cuisine - Liberty Village,574,"150 E Liberty St, Toronto ON M6K 3R5",(647) 347-7002,,True
43.645098,-79.414943,Fresh on Crawford,444,"894 Queen St W (at Crawford), Toronto ON M6J 1G3",(416) 599-4442,8.3,True
43.646275,-79.408026,Banu,523,"777 Queen St W, Toronto ON M6J 1G1",(416) 777-2268,7.1,True
43.638479,-79.417204,Brazen Head Irish Pub,631,"165 E. Liberty St (at Lynn Williams St.), Toronto ON M6K 3K4",(416) 535-8787,6.1,True
43.663179,-79.42181,Banjara Indian Cuisine,923,"796 Bloor St W (at Crawford St), Toronto ON M6G 1L7",(416) 963-9360,8.8,True
43.663179,-79.42181,Madras Masala,901,"796 Bloor St W, Toronto ON M6G 1L7",(647) 342-4359,7.8,True
43.665204,-79.409414,Bombay Roti,183,"529 Bloor St W, Toronto ON M5S 1Y5",(647) 352-7684,,True
43.665843,-79.406803,Indian Desire,384,"469 Bloor St W, Toronto ON M5S 1X9",(416) 519-0604,,True
43.662017,-79.406146,Matha Roti,385,"141 Harbord St, Toronto ON M5S 1H1",(416) 966-6955,,True
43.657689,-79.402369,NaanSpot,953,"310 College St, Toronto ON M5T 1S3",(647) 343-6226,,True
43.666876,-79.403414,Fresh on Bloor,651,"326 Bloor St W, Toronto ON M5S 1W5",(416) 599-4442,8.7,True
43.655419,-79.413508,Utopia Cafe & Grill,970,"586A College St (at Clinton St.), Toronto ON M6G 1B3",(416) 534-7751,7.7,True
43.655775,-79.411695,Kalendar,908,"546 College St, Toronto ON M6G 1B1",(416) 923-4138,7.6,True
43.667895,-79.403296,Madison Avenue Pub,727,"14 Madison Ave (at Bloor St. W), Toronto ON M5R 2S1",(416) 927-1722,7.1,True
43.663179,-79.42181,Banjara Indian Cuisine,922,"796 Bloor St W (at Crawford St), Toronto ON M6G 1L7",(416) 963-9360,8.8,True
43.674776,-79.408277,Roti Cuisine of India,925,"308 Dupont St (at Walmer Rd.), Toronto ON M5R 1V9",(416) 968-9366,8.5,True
43.663179,-79.42181,Madras Masala,901,"796 Bloor St W, Toronto ON M6G 1L7",(647) 342-4359,7.8,True
43.665204,-79.409414,Bombay Roti,227,"529 Bloor St W, Toronto ON M5S 1Y5",(647) 352-7684,,True
43.665843,-79.406803,Indian Desire,401,"469 Bloor St W, Toronto ON M5S 1X9",(416) 519-0604,,True
43.662017,-79.406146,Matha Roti,664,"141 Harbord St, Toronto ON M5S 1H1",(416) 966-6955,,True
43.666876,-79.403414,Fresh on Bloor,657,"326 Bloor St W, Toronto ON M5S 1W5",(416) 599-4442,8.7,True
43.667895,-79.403296,Madison Avenue Pub,672,"14 Madison Ave (at Bloor St. W), Toronto ON M5R 2S1",(416) 927-1722,7.1,True
43.663179,-79.42181,Banjara Indian Cuisine,265,"796 Bloor St W (at Crawford St), Toronto ON M6G 1L7",(416) 963-9360,8.8,True
43.663179,-79.42181,Madras Masala,244,"796 Bloor St W, Toronto ON M6G 1L7",(647) 342-4359,7.8,True
43.665204,-79.409414,Bombay Roti,767,"529 Bloor St W, Toronto ON M5S 1Y5",(647) 352-7684,,True
43.665843,-79.406803,Indian Desire,1002,"469 Bloor St W, Toronto ON M5S 1X9",(416) 519-0604,,True
43.663179,-79.42181,Banjara Indian Cuisine,335,"796 Bloor St W (at Crawford St), Toronto ON M6G 1L7",(416) 963-9360,8.8,True
43.663179,-79.42181,Madras Masala,356,"796 Bloor St W, Toronto ON M6G 1L7",(647) 342-4359,7.8,True
43.654287,-79.423659,The Caledonian,845,"856 College St (btwn Ossington Ave and Concord Ave), Toronto ON M6H 1A2",(647) 547-9827,8.4,True
43.663179,-79.42181,Banjara Indian Cuisine,646,"796 Bloor St W (at Crawford St), Toronto ON M6G 1L7",(416) 963-9360,8.8,True
43.663179,-79.42181,Madras Masala,637,"796 Bloor St W, Toronto ON M6G 1L7",(647) 342-4359,7.8,True
